@relation csvPartidos

@attribute surface {Hard,Clay,Grass}
@attribute P1_hand {R,L,U}
@attribute P2_hand {R,L,U}
@attribute P1_ht numeric
@attribute P2_ht numeric
@attribute P1_age numeric
@attribute P2_age numeric
@attribute P1_ace numeric
@attribute P2_ace numeric
@attribute P1_df numeric
@attribute P2_df numeric
@attribute P1_svpt numeric
@attribute P2_svpt numeric
@attribute P1_1stIn numeric
@attribute P2_1stIn numeric
@attribute P1_1stWon numeric
@attribute P2_1stWon numeric
@attribute P1_2ndWon numeric
@attribute P2_2ndWon numeric
@attribute P1_SvGms numeric
@attribute P2_SvGms numeric
@attribute P1_bpSaved numeric
@attribute P2_bpSaved numeric
@attribute P1_rank numeric
@attribute P2_rank numeric
@attribute P1_bpFaced numeric
@attribute P2_bpFaced numeric
@attribute WINNER {P1,P2}

@data
Hard,R,R,183,175,32.8,27.57,15,11,5,1,134,116,67,72,48,50,36,27,20,19,5,8,8,136,9,12,P1
Hard,R,L,188,183,30.65,28.48,4,2,1,2,66,103,38,59,30,28,20,24,13,12,1,19,14,63,2,25,P1
Hard,R,U,193,?,31.37,20.7,13,6,13,5,94,88,50,54,38,33,21,14,16,15,2,3,39,187,6,9,P1
Hard,R,U,175,?,30.05,18.45,16,17,5,11,143,151,85,79,62,57,34,31,20,19,10,8,131,550,12,14,P1
Hard,L,R,188,?,30,21.27,3,9,2,3,84,67,46,31,36,25,22,15,14,13,5,2,22,54,6,7,P1
Hard,R,L,?,190,21.66,30.4,3,1,2,3,35,45,21,33,17,15,9,6,6,7,3,2,58,35,3,6,P1
Hard,R,R,?,?,21.93,21.77,11,6,7,9,142,142,98,85,78,59,22,31,21,21,8,3,53,216,9,7,P1
Hard,R,R,185,183,28.5,30.06,6,1,2,2,91,86,61,55,44,31,15,10,13,12,7,6,62,69,8,12,P1
Hard,R,R,198,?,20.74,28.64,17,5,5,6,115,103,76,51,54,35,20,21,16,15,12,5,4,73,14,10,P1
Hard,R,R,163,188,27.11,30.79,13,6,7,4,121,111,75,66,55,47,26,19,20,19,4,5,7,182,7,12,P1
Hard,R,R,185,?,36.07,24.97,8,14,5,2,132,160,90,104,68,59,17,29,20,21,5,10,59,96,9,18,P1
Hard,R,R,185,190,27.69,34.28,10,7,2,4,87,116,63,63,45,42,13,24,15,15,4,14,72,68,6,19,P1
Hard,R,L,178,188,30.65,32.72,16,4,3,3,90,108,60,74,42,41,19,18,16,16,4,8,25,66,7,14,P1
Hard,R,R,196,?,32.33,18.91,5,4,4,4,87,102,56,75,47,43,14,9,16,15,1,8,20,127,3,15,P1
Hard,R,R,188,196,34.62,28.69,4,12,2,10,110,140,69,75,50,48,27,26,17,18,2,10,71,42,2,17,P1
Hard,R,R,?,180,21.65,29.59,21,8,2,3,112,116,75,68,58,47,21,23,17,17,9,4,47,139,11,7,P1
Hard,R,R,198,?,29.31,19.99,14,9,1,2,86,91,61,46,51,32,10,21,14,14,4,3,10,81,4,7,P1
Hard,R,L,198,188,30.28,36.32,28,13,4,2,78,89,46,65,39,40,21,12,14,13,0,9,13,38,0,13,P1
Hard,R,R,?,?,25.94,28.18,6,0,6,5,122,145,63,102,48,56,26,17,19,20,11,12,80,87,16,21,P1
Hard,R,R,?,?,25.42,23.74,6,12,4,5,158,147,104,91,65,57,31,25,22,22,14,11,93,99,19,19,P1
Hard,R,R,185,196,30.2,27.05,19,36,7,6,151,156,91,91,73,77,32,29,23,23,4,6,86,23,5,9,P1
Hard,R,R,185,188,31.58,30.87,10,0,1,4,85,90,55,41,40,25,17,22,15,14,2,5,31,106,5,12,P1
Hard,R,R,?,190,22.68,30.78,13,8,4,3,147,136,89,88,68,63,33,25,23,22,3,7,219,43,5,12,P1
Hard,R,R,?,?,27.73,20.12,19,9,3,8,70,71,39,29,34,17,18,20,13,12,2,2,55,174,3,8,P1
Hard,R,R,185,181,36.44,28.5,12,2,3,5,81,90,58,50,45,35,14,18,14,14,2,9,2,51,2,13,P1
Hard,L,R,185,188,31.62,30.67,4,15,1,6,94,109,69,71,55,49,15,17,16,15,4,9,1,52,5,12,P1
Hard,R,R,172,183,25.66,28.59,7,13,5,3,117,121,65,81,45,51,28,19,19,19,4,8,30,122,8,15,P1
Hard,R,R,170,?,25.42,19.07,6,9,4,2,80,96,38,60,34,36,20,15,13,14,1,5,26,138,2,11,P1
Hard,R,R,180,188,29.19,30.14,19,5,8,2,107,100,61,72,48,44,23,12,15,16,6,7,37,78,8,12,P1
Hard,R,R,188,183,26.51,33.05,5,2,0,2,33,35,20,20,15,12,9,2,5,6,4,2,11,57,4,6,P1
Hard,L,R,193,185,34.69,33.99,32,11,8,9,175,171,109,92,91,69,26,45,25,26,12,13,28,100,14,18,P1
Hard,R,R,183,180,25.69,32.04,14,7,3,7,93,102,58,56,51,43,18,22,16,16,0,3,45,34,0,5,P1
Hard,R,R,198,185,29.3,28.8,20,6,0,2,61,87,41,52,38,36,18,12,14,13,0,5,6,70,0,10,P1
Hard,R,R,188,?,26.67,22.75,8,4,9,6,147,151,101,85,78,63,13,31,24,24,6,7,3,186,11,12,P1
Hard,R,R,?,183,20.24,32.58,5,23,14,6,122,150,60,81,50,57,25,25,20,20,3,15,32,123,8,24,P1
Hard,R,R,193,193,22.72,31.93,17,16,3,6,97,115,69,75,58,55,14,16,17,17,1,8,17,65,2,11,P1
Hard,R,L,188,?,32.75,18.75,9,11,8,8,158,155,78,88,66,65,36,39,24,25,7,5,15,50,11,8,P1
Hard,R,R,?,188,23.02,31.36,9,4,1,0,64,79,43,45,40,30,13,15,13,13,0,4,49,60,0,9,P1
Hard,R,L,185,?,25.89,30,6,6,7,3,89,82,46,52,37,37,27,9,14,14,1,2,61,117,1,7,P1
Hard,R,L,190,?,33.9,22.3,9,1,3,3,91,80,48,51,40,30,22,14,13,13,5,3,76,168,5,8,P1
Hard,R,R,208,173,38.88,29.33,53,16,10,14,207,213,137,133,117,110,37,42,34,34,11,8,89,41,12,10,P1
Hard,R,R,185,180,24.37,25.41,21,12,8,9,149,181,86,102,72,64,24,36,23,24,4,10,5,190,8,18,P1
Hard,L,L,183,?,29.55,24.52,19,13,8,11,132,135,80,86,62,59,26,19,22,20,7,5,27,64,12,11,P1
Hard,L,L,?,188,22.59,34.17,16,15,2,8,160,149,108,105,79,82,27,22,25,25,6,4,94,40,8,6,P1
Hard,R,R,?,183,26.49,32.8,11,4,1,2,66,83,47,55,38,32,15,14,13,12,2,8,97,8,2,13,P1
Hard,R,R,188,193,30.65,31.37,5,5,11,15,117,114,77,60,56,38,18,22,18,17,5,8,14,39,8,15,P1
Hard,L,R,188,175,30,30.05,6,8,4,0,83,99,49,64,45,44,21,17,15,15,3,8,22,131,3,11,P1
Hard,R,R,?,?,21.66,21.93,3,12,4,2,77,97,46,63,39,38,20,13,13,13,2,6,58,53,3,12,P1
Hard,R,R,198,185,20.74,28.5,25,9,1,5,103,111,70,68,55,47,19,17,18,17,1,12,4,62,2,17,P1
Hard,R,R,185,163,36.07,27.11,13,20,14,4,143,131,86,72,60,47,18,28,20,18,9,10,59,7,16,16,P1
Hard,R,R,178,185,30.65,27.69,6,3,5,4,117,106,61,63,42,46,35,17,17,17,2,9,25,72,4,14,P1
Hard,R,R,196,188,32.33,34.62,12,8,2,5,109,109,64,58,51,39,20,25,17,17,6,7,20,71,9,13,P1
Hard,R,R,198,?,29.31,21.65,13,28,3,3,142,152,90,102,73,78,25,25,22,22,2,12,10,47,3,15,P1
Hard,R,R,?,198,25.94,30.28,14,19,7,5,130,144,73,84,60,63,30,29,20,20,10,12,80,13,12,16,P1
Hard,R,R,?,185,25.42,30.2,2,14,2,2,110,126,77,76,50,52,12,18,19,20,3,9,93,86,9,17,P1
Hard,R,R,185,?,31.58,22.68,7,9,4,3,69,109,48,65,42,39,10,18,12,13,1,10,31,219,1,16,P1
Hard,R,R,185,?,36.44,27.73,17,7,1,5,92,107,53,54,44,41,26,27,16,16,2,8,2,55,3,11,P1
Hard,L,R,185,172,31.62,25.66,4,5,0,6,79,75,51,40,34,22,19,11,12,11,1,9,1,30,2,16,P1
Hard,R,R,170,180,25.42,29.19,13,5,4,6,118,123,69,67,49,42,28,25,19,19,7,4,26,37,10,12,P1
Hard,R,L,188,193,26.51,34.69,14,40,4,5,142,138,105,88,81,74,21,22,23,23,3,2,11,28,4,4,P1
Hard,R,R,198,183,29.3,25.69,16,10,2,1,103,111,70,72,58,49,20,23,17,16,5,2,6,45,6,4,P1
Hard,R,R,188,?,26.67,20.24,13,4,15,13,142,136,89,84,68,56,20,23,20,19,11,13,3,32,15,19,P1
Hard,R,R,193,188,22.72,32.75,28,28,3,4,146,140,96,97,76,84,32,22,23,23,3,3,17,15,5,4,P1
Hard,R,R,?,185,23.02,25.89,20,12,2,17,133,203,82,122,58,79,32,33,24,25,2,20,49,61,7,27,P1
Hard,R,R,190,208,33.9,38.88,23,52,7,6,175,182,101,129,86,104,52,31,31,30,2,7,76,89,2,9,P1
Hard,R,L,185,183,24.37,29.55,9,3,2,3,87,92,52,56,37,30,21,17,15,15,1,6,5,27,3,12,P1
Hard,R,L,?,?,26.49,22.59,13,8,0,2,131,136,100,96,80,68,18,24,23,22,6,3,97,94,8,6,P1
Hard,R,L,188,188,30.65,30,2,3,3,3,87,96,55,57,44,34,16,20,13,13,6,7,14,22,6,12,P1
Hard,R,R,?,198,21.66,20.74,5,21,3,5,142,136,107,84,83,60,17,28,24,23,3,6,58,4,6,10,P1
Hard,R,R,178,185,30.65,36.07,3,10,6,6,142,126,92,83,65,53,24,20,21,22,11,5,25,59,14,12,P1
Hard,R,R,196,198,32.33,29.31,20,7,5,3,94,86,56,52,43,32,16,8,13,13,7,11,20,10,9,18,P1
Hard,R,R,?,?,25.94,25.42,12,4,0,3,73,87,50,52,39,31,13,13,13,13,0,3,80,93,1,9,P1
Hard,R,R,185,185,36.44,31.58,12,3,1,3,94,90,61,61,49,41,14,12,15,15,1,3,2,31,2,8,P1
Hard,L,R,185,170,31.62,25.42,7,12,4,3,146,147,100,79,63,53,28,30,20,19,15,11,1,26,18,18,P1
Hard,R,R,198,188,29.3,26.51,20,9,4,3,133,152,83,107,67,67,25,25,22,23,2,8,6,11,6,14,P1
Hard,R,R,188,193,26.67,22.72,16,36,7,7,158,155,111,101,90,80,19,27,23,23,2,7,3,17,5,9,P1
Hard,R,R,?,190,23.02,33.9,25,12,3,2,128,126,80,80,64,56,28,24,21,20,5,10,49,76,6,15,P1
Hard,R,R,?,185,26.49,24.37,20,20,4,4,186,161,138,104,101,79,26,30,26,25,10,4,97,5,12,8,P1
Hard,R,R,?,188,21.66,30.65,1,2,2,9,136,130,91,81,59,53,21,19,18,18,14,4,58,14,19,10,P1
Hard,R,R,196,178,32.33,30.65,10,3,1,4,89,83,42,47,32,23,27,20,14,13,7,5,20,25,9,11,P1
Hard,R,R,185,?,36.44,25.94,6,5,2,6,81,108,48,57,40,38,25,27,15,15,0,7,2,80,0,10,P1
Hard,R,L,198,185,29.3,31.62,20,3,8,2,138,164,93,123,72,83,17,13,20,20,8,14,6,1,10,19,P1
Hard,R,R,?,188,23.02,26.67,13,7,4,7,124,116,80,73,60,50,19,23,19,19,6,10,49,3,9,15,P1
Hard,R,R,?,?,21.66,26.49,7,12,3,5,107,104,81,57,57,41,16,21,16,15,6,9,58,97,8,13,P1
Hard,R,R,185,196,36.44,32.33,15,4,5,1,96,94,60,53,50,37,19,21,16,15,3,4,2,20,5,8,P1
Hard,R,R,198,?,29.3,23.02,11,7,1,3,89,101,50,68,45,44,22,16,14,14,2,4,6,49,2,8,P1
Hard,R,R,185,?,36.44,21.66,9,1,1,3,37,53,16,30,15,17,15,9,7,7,1,7,2,58,1,11,P1
Hard,R,R,185,198,36.44,29.3,24,16,4,5,139,141,84,88,67,61,32,27,23,22,7,7,2,6,9,13,P1
Clay,L,R,?,?,27.56,23.94,4,8,3,4,88,103,57,60,41,46,18,18,15,15,3,5,98,190,6,8,P1
Clay,R,U,185,?,24.42,28.93,5,4,1,2,56,58,38,31,28,23,12,11,9,9,2,1,6,389,2,4,P1
Clay,R,R,185,?,24.42,23.94,8,6,2,1,69,82,42,52,29,37,19,13,11,11,1,3,6,190,2,5,P1
Clay,R,R,?,?,24.43,24.91,4,4,3,2,54,61,34,42,28,25,12,7,9,9,1,5,200,426,2,9,P1
Clay,R,U,?,?,22.31,29.92,10,5,2,1,43,57,32,39,30,22,6,7,9,8,0,2,95,597,0,5,P1
Clay,L,R,?,?,25.94,24.77,0,3,1,6,111,101,76,58,56,44,21,23,15,15,4,6,281,405,5,9,P1
Clay,R,L,?,?,22.31,25.94,7,2,2,2,62,63,33,37,28,31,22,14,11,11,0,0,95,281,0,1,P1
Hard,R,R,183,?,30.78,26.39,10,4,2,5,79,92,44,50,32,37,17,17,14,14,4,5,308,253,8,9,P1
Hard,R,R,?,?,27.58,30.3,8,10,6,6,90,91,52,43,38,29,20,23,14,13,2,8,194,?,4,14,P1
Hard,R,R,?,183,18.31,30.78,4,4,2,4,82,88,44,47,30,34,21,21,13,13,7,6,309,308,9,8,P1
Hard,U,L,?,?,21.63,32.08,2,2,1,2,50,47,32,23,23,14,12,10,8,8,3,1,292,?,3,5,P1
Hard,R,R,?,?,28.99,25.77,3,2,2,5,66,68,44,43,29,26,11,9,11,10,4,6,328,169,7,11,P1
Hard,R,?,?,?,27.61,19.12,2,0,3,4,50,49,32,31,24,17,11,6,8,7,3,7,388,?,3,11,P1
Hard,U,R,?,?,27.89,24.29,8,9,4,5,94,116,66,76,48,52,15,15,15,15,3,11,284,365,5,14,P1
Hard,L,R,?,?,23.68,24.43,2,6,3,5,112,102,71,53,49,39,22,21,16,16,6,5,117,468,8,10,P1
Hard,U,L,?,?,27.89,23.68,5,9,3,3,77,80,53,52,39,36,12,13,11,11,1,1,284,117,2,3,P1
Hard,R,R,?,?,24.29,24.43,3,3,2,4,85,115,54,65,46,43,18,23,15,14,4,6,365,468,5,10,P1
Grass,R,R,183,?,37.88,20.17,20,6,4,1,78,81,52,49,43,35,12,22,14,14,4,0,?,178,7,2,P1
Grass,R,R,?,?,38.01,20.59,4,7,3,6,116,100,54,59,39,44,32,21,17,17,8,7,1753,776,11,11,P1
Grass,U,?,?,?,27.53,16.28,3,1,2,3,82,89,49,50,33,29,16,20,12,12,4,6,1753,?,7,9,P1
Hard,R,U,?,?,20.94,20.88,12,3,2,1,61,62,33,33,27,24,16,15,11,11,2,2,289,254,3,5,P1
Hard,R,R,175,?,32.83,26.99,6,14,3,5,96,110,66,71,49,47,16,15,16,15,2,8,97,325,4,13,P1
Hard,R,R,175,?,32.83,20.94,0,1,2,4,55,79,30,47,21,24,15,15,10,9,2,9,97,289,4,14,P1
Hard,U,R,?,?,20.88,26.99,4,3,1,5,54,59,28,37,23,23,19,12,11,10,0,1,254,325,1,4,P1
Hard,R,R,?,193,19.4,32.07,0,7,2,3,80,78,48,48,33,32,21,16,10,10,4,6,396,113,4,8,P1
Hard,R,U,?,?,21.82,30,2,0,1,4,56,42,37,26,26,15,9,4,9,8,3,1,135,505,5,6,P1
Hard,R,R,193,?,32.07,21.82,13,8,2,5,61,73,28,47,23,34,21,10,10,10,3,3,113,135,3,5,P1
Hard,R,U,?,?,19.4,30,0,0,5,1,62,62,36,35,26,18,13,12,9,9,2,6,396,505,4,11,P1
Hard,R,R,198,?,20.79,18.96,15,6,7,1,167,159,104,111,80,78,34,27,27,26,9,6,5,139,13,10,P1
Hard,R,R,193,?,22.77,27.78,21,11,1,8,82,100,57,57,49,48,15,16,15,15,1,3,14,58,1,6,P1
Hard,R,R,198,193,20.79,22.77,15,13,3,6,92,80,65,48,52,34,13,13,14,14,4,3,5,14,4,7,P1
Clay,R,R,?,193,21.22,27.61,7,10,2,3,87,101,65,62,54,46,13,15,17,17,1,3,47,85,2,8,P1
Clay,L,R,?,?,18.8,27.37,10,1,3,1,82,89,52,62,43,45,17,11,14,14,8,8,48,181,8,12,P1
Clay,R,L,?,?,21.22,18.8,5,3,0,2,80,93,63,55,50,33,13,25,15,15,1,4,47,48,1,7,P1
Hard,R,L,193,183,29.37,29.6,15,4,2,4,113,93,83,55,62,39,12,17,15,15,4,5,369,25,5,9,P1
Hard,R,R,185,190,31.63,30.83,15,10,5,1,118,131,81,92,67,71,20,18,22,21,2,3,33,42,4,5,P1
Hard,L,R,183,190,29.6,30.83,21,19,1,5,168,212,111,143,81,106,37,28,29,29,5,22,25,42,8,26,P1
Clay,L,L,188,?,30.05,24.08,3,3,2,3,101,105,66,63,44,37,20,21,16,15,7,8,21,165,10,14,P1
Clay,L,R,?,183,22.45,29.8,8,1,9,6,163,159,102,110,70,62,22,22,22,22,13,8,114,23,19,17,P1
Clay,L,L,188,?,30.05,22.45,4,4,8,6,137,147,82,89,48,53,30,24,20,20,4,6,21,114,12,14,P1
Hard,L,R,?,?,30.05,25.98,11,11,2,5,127,131,93,76,66,58,22,26,21,20,7,8,120,63,9,12,P1
Hard,R,R,163,180,27.16,29.35,11,5,0,3,57,85,36,49,34,32,18,15,13,13,0,5,7,227,0,10,P1
Hard,R,R,163,?,27.16,25.98,8,10,2,5,113,109,66,64,50,44,23,20,20,19,4,5,7,63,8,11,P1
Hard,U,R,?,?,18.31,23.67,5,4,5,2,86,67,57,45,40,31,13,9,11,10,6,10,521,248,8,13,P1
Hard,R,R,178,?,30.7,25.02,13,5,12,10,172,150,92,77,62,48,33,30,23,23,17,12,22,100,25,22,P1
Hard,R,R,173,190,29.37,33.95,11,11,11,6,176,143,101,76,70,56,41,35,25,25,10,5,41,78,15,11,P1
Hard,R,R,178,173,30.7,29.37,12,14,14,6,181,166,104,94,73,61,28,29,25,24,13,11,22,41,22,21,P1
Hard,R,R,?,?,21.28,25.84,7,13,1,9,133,119,95,74,63,57,24,19,21,20,10,2,231,123,14,7,P1
Hard,R,U,183,?,30.11,22.91,5,6,2,5,92,125,56,67,42,43,22,26,18,17,2,11,73,485,5,18,P1
Hard,U,R,?,?,21.61,21.4,8,1,1,1,40,45,23,30,19,13,11,6,8,8,0,1,606,707,1,6,P1
Hard,R,U,?,?,21.28,22.91,5,4,2,1,82,75,56,42,40,30,14,23,10,9,6,4,231,485,8,4,P1
Clay,R,R,198,?,30.32,22.67,20,11,4,8,136,142,80,80,73,59,23,33,21,21,3,6,12,88,3,10,P1
Clay,R,R,206,180,32.77,27.59,24,9,4,1,149,155,94,110,80,87,32,28,26,26,4,6,18,84,5,8,P1
Clay,R,R,?,188,23.42,28.11,5,6,2,1,58,48,42,23,34,15,9,12,10,9,2,3,230,50,3,7,P1
Clay,R,R,?,?,25.94,24.64,2,4,1,4,42,66,27,44,21,23,12,11,8,8,2,11,1428,240,2,15,P1
Clay,R,U,?,?,22.33,29.68,19,7,4,6,64,81,39,51,35,39,16,14,11,11,0,7,482,590,0,8,P1
Clay,U,R,?,?,22.54,28,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,878,1290,?,?,P1
Clay,U,R,?,?,22.28,29.03,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1581,716,?,?,P1
Hard,R,R,183,?,27.38,18.92,4,3,2,1,37,67,23,34,22,20,10,15,9,8,0,3,208,1488,0,7,P1
Hard,R,U,?,?,26.82,20.88,4,3,2,6,42,48,27,26,20,16,8,5,8,8,0,0,237,408,1,5,P1
Hard,U,U,?,?,19.67,18.67,6,3,1,1,52,49,35,33,25,12,8,7,8,8,6,1,296,?,8,7,P1
Hard,R,U,180,?,32.09,23.18,3,1,2,6,41,68,28,44,25,26,8,8,8,8,1,4,32,?,1,8,P1
Hard,R,R,?,?,27.3,26.06,5,11,5,4,117,112,83,66,59,48,19,24,17,16,2,2,207,305,4,5,P1
Hard,R,R,180,?,32.09,27.3,5,3,6,2,53,68,28,46,27,31,15,10,10,10,0,6,32,207,0,8,P1
Hard,U,R,?,?,22.95,18.02,1,0,2,10,40,52,23,29,18,16,12,7,8,7,2,1,?,?,2,6,P1
Hard,R,R,183,190,26.48,29.85,12,6,1,4,54,54,36,32,29,24,13,9,10,10,0,0,279,171,0,3,P1
Hard,R,L,175,?,27.62,19.84,4,4,2,2,76,74,50,54,41,39,15,13,12,12,1,5,116,896,1,6,P1
Hard,R,?,190,?,29.85,14.53,0,0,1,4,29,47,18,27,15,11,9,5,7,6,0,6,171,?,0,12,P1
Clay,R,U,185,?,33.12,25.09,2,3,4,5,64,81,36,50,26,28,12,12,9,9,7,13,591,1082,9,18,P1
Clay,U,R,?,185,20.4,25.95,3,0,6,4,94,94,45,63,34,35,21,18,14,13,7,9,698,57,10,14,P1
Clay,R,R,185,185,33.12,25.95,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,591,57,?,?,P1
Hard,U,R,?,?,19.19,27.66,6,1,4,5,81,88,41,47,29,29,22,18,11,11,4,8,1519,1331,7,12,P1
Hard,U,U,?,?,19.43,27.5,2,0,2,2,52,50,32,39,21,17,12,4,9,8,0,3,1015,?,2,8,P1
Hard,U,U,?,?,24.38,19.15,2,0,2,3,45,58,25,40,19,19,10,4,8,7,4,7,1221,?,5,13,P1
Hard,R,R,190,?,34.44,18.24,4,3,3,4,84,60,47,38,40,28,16,8,11,10,6,1,559,895,7,3,P1
Hard,R,U,?,?,22.35,27.07,2,4,5,5,81,102,45,49,36,31,18,22,14,14,3,13,840,943,6,19,P1
Hard,R,R,190,?,34.44,22.35,4,0,2,4,56,56,26,32,17,18,18,5,7,7,11,6,559,840,12,12,P1
Hard,U,R,?,?,27.07,18.24,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,943,895,?,?,P1
Hard,U,U,?,?,23,22.84,1,3,1,4,81,93,44,53,29,37,24,18,16,15,1,7,504,699,4,12,P1
Hard,?,U,?,?,19.46,21.4,4,1,1,2,56,47,38,32,32,23,10,9,10,9,1,4,1070,598,1,6,P1
Hard,R,U,?,?,16.49,19.35,0,0,1,1,27,32,15,21,15,6,9,2,6,6,0,2,?,?,0,8,P1
Hard,R,U,183,?,34.34,21.37,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,322,?,?,?,P1
Hard,R,R,?,?,18.72,17.21,4,1,6,1,43,57,18,42,15,25,17,4,9,8,0,2,1371,?,0,6,P1
Hard,U,R,?,?,26.54,24.86,5,2,7,0,84,77,59,56,38,28,12,12,10,10,8,7,1402,1570,10,12,P1
Hard,R,U,?,?,18.72,26.54,9,2,5,5,65,67,37,54,27,33,15,3,10,9,4,8,1371,1402,6,12,P1
Hard,U,U,?,?,18.61,20.7,5,1,2,1,64,54,36,34,24,21,16,8,9,9,1,1,?,1535,2,5,P1
Hard,R,?,?,?,27.08,?,7,0,5,5,72,79,51,59,33,35,8,8,11,11,4,3,560,?,7,7,P1
Hard,R,?,?,?,24.33,20.51,2,0,2,1,53,55,32,34,27,22,12,10,10,9,0,4,951,?,1,7,P1
Hard,R,?,?,?,27.08,?,3,0,1,1,50,59,32,42,25,22,11,6,9,9,4,2,560,?,5,7,P1
Hard,R,?,?,?,24.33,?,5,0,2,2,54,64,27,50,20,24,17,9,10,10,1,4,951,?,3,9,P1
Hard,R,R,?,?,24.8,20.22,3,1,2,3,114,88,75,57,48,41,19,18,14,14,12,3,?,596,15,5,P1
Hard,R,?,193,?,27.3,23.13,10,3,1,1,43,47,28,26,27,16,10,9,9,8,0,2,94,?,0,5,P1
Hard,R,R,193,?,27.3,24.8,8,1,1,3,38,49,26,29,22,12,6,8,7,7,0,5,94,?,0,10,P1
Hard,L,?,?,?,20.83,23.13,7,2,1,3,52,56,35,34,29,17,8,10,9,8,4,6,797,?,5,10,P1
Hard,R,R,181,?,28.55,20.98,2,2,2,4,72,61,42,36,30,28,18,9,11,11,5,1,52,224,6,4,P1
Hard,R,L,?,?,22.06,27.33,6,3,1,0,47,57,29,31,25,20,13,15,9,9,1,5,213,195,1,8,P1
Hard,R,R,181,?,28.55,22.06,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,52,213,?,?,P1
Hard,R,R,?,?,20.98,27.57,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,224,831,?,?,P1
Clay,R,R,?,?,21.72,21.21,1,0,5,0,66,59,46,46,26,21,9,6,11,11,2,3,1455,1408,7,10,P1
Clay,R,?,?,?,22.83,22.59,10,6,5,2,48,55,27,35,25,21,12,10,9,9,1,3,458,1674,1,6,P1
Clay,R,U,?,?,22.83,21.98,7,2,7,7,55,49,37,24,30,16,6,8,9,9,3,1,458,?,4,6,P1
Clay,R,?,?,?,21.21,22.59,3,4,3,1,57,56,42,39,34,24,7,12,10,10,0,2,1408,1674,0,5,P1
Hard,R,R,185,?,34.04,28.67,6,0,4,2,62,64,36,48,30,30,14,7,10,10,1,3,109,643,1,6,P1
Hard,R,U,?,?,18.84,20.86,2,2,5,3,66,50,39,24,26,15,12,7,9,8,2,3,611,682,4,8,P1
Hard,R,R,185,?,34.04,18.84,4,1,2,3,51,47,27,28,22,17,11,4,8,8,1,2,109,611,2,7,P1
Hard,R,R,?,?,28.67,25.07,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,643,526,?,?,P1
Hard,R,U,?,?,24.92,21.41,6,7,0,4,82,73,51,41,38,32,17,17,13,13,3,1,463,422,5,3,P1
Hard,R,R,?,?,27.41,22.46,1,2,4,1,65,62,36,28,27,18,13,17,11,11,0,0,502,260,2,4,P1
Hard,R,R,?,?,20.65,18.25,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,867,?,?,?,P1
Hard,R,R,?,?,24.77,25.08,2,5,1,4,93,72,50,44,35,30,20,16,12,12,7,1,838,860,10,4,P1
Hard,R,U,?,?,27.89,28.05,7,1,1,6,49,56,25,32,21,20,16,12,9,8,1,3,630,1438,1,7,P1
Hard,R,R,?,?,24.77,27.89,5,8,2,12,81,90,48,32,29,25,19,19,13,12,9,8,838,630,12,14,P1
Hard,R,R,?,?,20.5,27.48,8,6,3,9,104,82,64,45,48,35,21,17,12,12,10,3,190,137,11,4,P1
Hard,R,L,196,190,28.75,30.46,9,2,3,0,59,73,32,43,27,30,18,16,10,10,5,7,44,53,5,9,P1
Hard,R,R,183,173,28.65,29.38,3,1,3,2,86,96,37,43,30,29,29,29,16,15,3,5,109,41,6,9,P1
Hard,R,R,190,196,36.04,33.16,3,9,5,4,54,71,28,43,21,34,12,13,9,10,1,4,105,125,3,5,P1
Hard,R,R,188,?,30.98,19.49,7,16,4,1,99,98,64,54,49,43,19,22,17,17,4,3,91,78,6,6,P1
Hard,R,R,?,188,20.3,34.67,4,3,3,10,59,70,35,33,29,23,13,17,10,10,5,5,36,69,6,8,P1
Hard,R,R,185,?,31.64,21.98,2,1,1,3,38,52,21,30,18,16,11,9,7,8,0,8,33,56,0,13,P1
Hard,R,L,188,203,26.89,30.69,11,4,4,3,110,108,64,72,52,58,27,19,17,17,6,3,76,146,7,5,P1
Hard,L,R,?,?,30.06,23.02,4,2,2,7,45,42,25,23,20,13,13,8,8,7,2,0,121,148,2,4,P1
Hard,R,R,?,175,21.71,35.85,11,3,8,8,124,98,75,57,51,39,24,19,16,15,5,8,49,39,7,12,P1
Hard,R,R,175,185,27.63,36.13,10,11,1,7,80,65,46,38,38,27,17,13,11,10,5,2,117,55,6,4,P1
Hard,R,U,183,?,33.11,28.27,6,0,0,4,88,95,44,55,33,35,25,19,15,14,2,6,64,142,5,10,P1
Hard,R,R,185,?,23.95,20.5,5,0,1,3,39,49,23,28,22,17,10,6,8,7,0,2,17,190,0,6,P1
Hard,R,R,196,183,28.75,28.65,17,3,4,1,84,84,38,43,33,28,21,21,11,11,2,6,44,109,4,9,P1
Hard,R,R,188,190,32.8,36.04,17,5,5,4,109,111,62,63,52,52,32,31,18,18,3,4,19,105,3,4,P1
