@relation csvPartidos

@attribute surface {Hard,Clay,Grass}
@attribute P1_hand {R,L,U}
@attribute P2_hand {R,L,U}
@attribute P1_ht numeric
@attribute P2_ht numeric
@attribute P1_age numeric
@attribute P2_age numeric
@attribute P1_ace numeric
@attribute P2_ace numeric
@attribute P1_df numeric
@attribute P2_df numeric
@attribute P1_svpt numeric
@attribute P2_svpt numeric
@attribute P1_1stIn numeric
@attribute P2_1stIn numeric
@attribute P1_1stWon numeric
@attribute P2_1stWon numeric
@attribute P1_2ndWon numeric
@attribute P2_2ndWon numeric
@attribute P1_SvGms numeric
@attribute P2_SvGms numeric
@attribute P1_bpSaved numeric
@attribute P2_bpSaved numeric
@attribute P1_rank numeric
@attribute P2_rank numeric
@attribute P1_bpFaced numeric
@attribute P2_bpFaced numeric
@attribute WINNER {P1,P2}

@data
Hard,R,R,183,190,26.6,31.29,9,8,12,6,144,123,65,70,47,53,38,34,21,22,9,3,448,382,15,5,P2
Hard,L,L,188,188,36.93,34.78,10,8,13,9,97,93,55,61,41,47,11,17,15,15,2,10,63,32,8,12,P2
Hard,R,R,190,?,34.89,21.78,6,17,0,2,105,118,71,76,43,61,18,21,19,19,4,8,193,20,10,10,P2
Hard,R,R,?,?,24.62,25.43,11,4,1,4,105,138,66,89,49,71,21,22,19,20,4,10,267,97,7,12,P2
Hard,R,R,185,?,28.3,22.54,0,17,4,3,97,79,61,56,42,50,18,12,15,15,9,0,80,36,13,0,P2
Hard,R,R,180,?,36.32,20.04,0,8,4,2,84,117,54,58,35,43,16,33,15,16,1,6,214,15,4,7,P2
Hard,L,R,190,206,28.02,33.34,8,20,8,1,92,84,52,63,37,54,21,12,15,17,1,1,92,11,4,2,P2
Hard,R,R,185,?,29.12,22.88,12,21,15,7,127,126,72,76,60,63,18,25,20,21,3,9,47,42,7,11,P2
Hard,R,L,?,?,24.35,23.01,8,18,3,11,138,128,96,81,63,60,15,23,21,20,6,6,108,67,12,9,P2
Hard,R,R,172,180,26.27,28.16,1,10,7,5,110,115,72,71,45,49,13,21,17,18,6,9,27,62,13,13,P2
Hard,R,R,183,196,35.56,27.67,6,26,1,16,125,106,87,53,57,48,25,28,20,19,7,1,172,24,10,4,P2
Hard,R,R,?,183,21.5,33.66,12,5,7,3,118,78,63,42,40,29,19,25,12,13,17,2,145,40,23,3,P2
Hard,R,L,?,?,22.72,20.17,5,9,3,7,93,101,45,56,34,43,24,28,15,15,5,2,345,139,8,3,P2
Hard,R,R,188,183,27.28,33.42,6,6,7,3,90,111,47,68,36,46,18,25,14,15,9,7,8,101,14,8,P2
Hard,R,R,193,198,27.86,29.91,5,13,3,6,56,74,22,42,15,32,12,13,10,11,1,7,82,7,6,9,P2
Hard,U,R,?,?,26.69,21.54,12,13,14,4,122,103,60,60,46,46,27,23,15,16,7,5,141,109,11,7,P2
Hard,R,R,?,?,25.58,19.52,1,8,5,1,66,58,28,37,14,30,13,16,10,11,3,1,64,45,10,1,P2
Hard,L,R,183,?,30.16,20.6,9,10,4,3,112,121,67,73,43,54,25,26,18,19,7,5,29,44,12,7,P2
Hard,R,R,?,185,25.91,36.68,23,24,8,9,128,154,77,80,58,61,24,37,20,20,5,14,21,60,8,17,P2
Hard,R,R,175,?,30.66,28.34,14,11,11,8,123,93,64,50,45,46,31,24,15,16,16,4,103,58,19,4,P2
Hard,R,R,?,190,23.36,31.39,13,14,8,8,135,134,80,76,56,67,30,29,22,23,5,2,79,49,10,4,P2
Hard,R,R,?,163,26.48,27.72,7,7,8,2,124,93,67,54,43,37,28,25,15,15,12,3,242,10,17,5,P2
Hard,L,R,190,170,27.89,26.03,3,1,4,3,105,99,59,52,31,37,23,27,14,15,7,3,111,13,13,5,P2
Hard,L,U,?,?,30.62,21.31,13,15,10,12,148,187,87,112,58,75,34,40,24,24,9,15,128,85,13,19,P2
Hard,L,R,?,193,28.5,31.99,6,12,4,6,93,113,57,75,36,55,15,20,16,18,1,4,149,39,8,7,P2
Hard,L,R,?,178,23.2,28.66,6,4,3,1,93,56,58,31,31,27,16,21,13,12,7,0,50,19,13,0,P2
Hard,R,R,185,188,26.5,30.75,12,19,10,16,155,173,81,92,53,66,34,41,23,23,8,16,33,54,16,21,P2
Hard,U,R,?,178,26.79,34.86,9,13,7,6,146,154,85,93,66,70,31,35,22,22,10,7,129,34,12,8,P2
Hard,L,R,?,190,19.36,36.6,5,6,14,5,130,126,82,73,57,47,16,29,21,21,4,9,112,131,12,14,P2
Hard,R,R,180,198,30.2,21.35,5,10,4,2,75,64,42,40,25,33,12,15,11,12,7,0,119,4,13,0,P2
Hard,R,R,?,188,26.55,31.27,3,4,5,3,106,105,65,62,43,46,17,24,17,17,7,3,41,6,13,5,P2
Hard,R,R,193,?,32.54,27.1,5,6,4,5,85,78,53,41,39,30,9,25,13,14,6,1,102,61,11,2,P2
Hard,R,R,188,?,31.29,23.24,5,8,9,6,96,102,62,48,42,36,13,27,16,17,1,6,43,89,7,10,P2
Hard,R,R,173,185,29.94,32.19,10,10,6,5,67,81,33,50,26,38,12,19,12,13,2,2,91,25,7,2,P2
Hard,U,R,?,185,28.83,24.51,2,15,1,5,109,110,72,69,46,47,15,24,16,16,6,3,125,17,11,5,P2
Hard,R,R,183,183,36.17,33.19,3,8,7,7,107,98,57,48,41,34,21,23,16,16,4,4,106,93,9,8,P2
Hard,R,R,190,185,32.38,29.41,10,4,12,2,74,85,35,47,23,33,14,24,12,13,5,8,107,68,12,10,P2
Hard,R,R,185,188,34.6,27.13,5,4,6,0,84,76,47,48,31,38,15,19,14,14,1,1,59,12,7,2,P2
Hard,R,R,?,178,20.63,31.26,8,10,4,7,130,123,85,62,59,49,17,33,20,21,5,5,120,14,10,8,P2
Hard,U,R,?,183,17.83,29.2,0,6,0,3,87,58,56,32,25,29,15,17,12,12,10,1,1229,55,17,2,P2
Hard,R,R,?,183,22.51,30.67,2,11,7,3,107,108,59,67,38,55,24,17,19,19,1,2,135,84,8,6,P2
Hard,R,R,175,?,28.18,22.27,8,5,11,1,104,103,58,69,40,44,15,19,15,16,3,7,104,23,10,11,P2
Hard,R,R,?,193,28.79,23.33,8,25,8,14,105,129,71,74,50,55,16,26,19,19,3,12,95,30,8,15,P2
Hard,R,R,183,188,26.15,27.44,0,13,6,6,121,108,81,61,49,48,17,20,16,17,8,6,96,75,14,10,P2
Hard,R,R,?,196,25,29.3,5,21,12,8,155,151,89,87,58,64,34,27,22,23,7,5,140,56,14,12,P2
Hard,L,R,?,185,22.92,37.05,0,14,4,3,110,82,64,55,29,43,27,13,13,13,9,8,177,2,15,9,P2
Hard,R,L,193,185,28.18,32.23,12,5,3,2,70,75,38,55,23,46,16,10,13,14,2,4,88,1,7,5,P2
Hard,R,R,?,?,23.3,22.27,7,12,3,4,96,83,59,48,42,43,18,20,15,15,8,4,121,26,12,4,P2
Hard,R,R,185,185,25.92,26.51,7,11,3,7,113,119,76,54,54,44,17,41,19,21,4,2,18,37,8,4,P2
Hard,R,L,183,185,36.7,28.28,2,8,6,4,87,77,45,48,24,34,15,21,13,13,3,6,94,66,10,7,P2
Hard,R,R,188,185,28.67,24.98,12,15,7,6,151,143,92,76,72,61,28,43,26,25,5,5,31,9,10,6,P2
Hard,R,R,?,?,25.27,20.83,4,10,4,4,90,87,58,51,38,33,11,19,13,14,8,10,98,74,13,14,P2
Hard,R,L,190,?,34.51,19.37,7,18,8,12,181,174,95,98,72,75,42,40,27,28,13,15,51,28,18,20,P2
Hard,R,R,188,203,31.54,32.28,9,18,3,5,75,86,41,51,29,43,22,18,14,14,5,0,46,5,9,0,P2
Hard,R,R,180,198,26.03,29.92,11,20,6,1,86,75,44,55,32,47,19,13,14,15,5,0,72,3,9,0,P2
Hard,R,L,190,188,31.29,34.78,5,9,6,9,112,133,62,84,43,55,21,22,20,20,3,9,382,32,10,15,P2
Hard,R,R,?,?,25.43,21.78,4,5,5,1,76,99,46,48,35,37,13,31,14,15,1,2,97,20,5,3,P2
Hard,R,R,?,?,20.04,22.54,4,8,6,2,112,94,55,53,40,45,27,25,19,19,6,5,15,36,12,8,P2
Hard,R,R,?,206,22.88,33.34,21,38,2,1,157,146,101,107,85,90,32,25,27,28,9,4,42,11,11,5,P2
Hard,L,R,?,180,23.01,28.16,8,3,5,4,116,123,75,70,50,51,20,26,18,18,7,11,67,62,12,14,P2
Hard,R,R,183,196,33.66,27.67,0,17,2,5,86,85,68,49,44,40,11,23,14,15,3,2,40,24,6,2,P2
Hard,L,R,?,183,20.17,33.42,11,6,7,4,133,136,70,69,46,50,35,38,22,22,7,7,139,101,12,11,P2
Hard,R,R,?,198,21.54,29.91,3,13,6,1,70,57,35,38,15,31,14,11,10,10,6,2,109,7,14,2,P2
Hard,R,R,?,?,20.6,19.52,10,11,9,4,110,109,68,61,46,45,12,26,18,18,6,6,44,45,14,9,P2
Hard,R,R,185,?,36.68,28.34,12,22,15,15,122,147,66,75,50,62,23,33,21,22,4,4,60,58,11,8,P2
Hard,R,R,190,163,31.39,27.72,6,6,9,6,113,128,60,65,38,50,25,33,19,19,7,11,49,10,14,13,P2
Hard,U,R,?,170,21.31,26.03,2,3,11,10,118,114,66,74,41,52,17,19,17,17,14,8,85,13,23,11,P2
Hard,R,R,193,178,31.99,28.66,3,2,4,1,50,57,36,33,20,21,7,15,9,8,1,5,39,19,5,6,P2
Hard,R,R,188,178,30.75,34.86,8,12,16,3,129,93,66,50,39,37,29,31,17,18,9,0,54,34,17,2,P2
Hard,R,R,190,198,36.6,21.35,5,10,2,3,79,73,47,41,34,33,12,22,14,14,0,1,131,4,5,2,P2
Hard,R,R,?,188,27.1,31.27,11,6,4,3,129,114,79,81,51,57,21,19,18,19,9,2,61,6,16,3,P2
Hard,R,R,?,185,23.24,32.19,4,8,1,5,88,127,56,85,41,66,19,21,15,16,3,12,89,25,5,12,P2
Hard,R,R,183,185,33.19,24.51,23,10,6,8,143,132,77,68,61,52,24,32,22,20,8,6,93,17,15,9,P2
Hard,R,R,188,185,27.13,29.41,8,7,3,6,138,118,92,68,49,52,27,26,20,21,15,4,12,68,22,9,P2
Hard,R,R,178,183,31.26,29.2,5,4,6,5,97,101,55,63,34,42,15,24,17,17,2,1,14,55,11,5,P2
Hard,R,R,?,183,22.27,30.67,2,5,4,4,102,107,60,64,34,39,15,21,15,15,6,6,23,84,15,12,P2
Hard,R,R,188,193,27.44,23.33,16,14,8,12,126,122,77,70,51,57,25,29,18,20,9,4,75,30,14,6,P2
Hard,R,R,196,185,29.3,37.05,6,5,11,5,102,95,57,55,36,41,22,25,16,16,4,4,56,2,9,6,P2
Hard,R,L,?,185,22.27,32.23,22,0,9,3,174,144,116,89,81,63,28,34,24,26,8,6,26,1,13,11,P2
Hard,L,R,185,185,28.28,26.51,18,3,5,4,119,124,76,78,57,54,20,24,21,19,4,6,66,37,8,10,P2
Hard,R,R,?,185,20.83,24.98,13,18,7,6,138,132,69,74,54,56,32,28,21,20,9,6,74,9,14,10,P2
Hard,L,R,?,203,19.37,32.28,13,11,8,1,142,146,84,103,64,77,31,26,24,25,4,7,28,5,7,9,P2
Hard,L,R,188,198,34.78,29.92,10,12,2,2,108,101,69,69,47,55,16,15,16,18,1,0,32,3,5,2,P2
Hard,R,R,?,?,22.54,21.78,8,7,8,2,94,90,46,55,27,40,24,20,14,15,7,4,36,20,13,6,P2
Hard,R,R,180,206,28.16,33.34,4,34,0,5,153,144,104,108,72,90,31,18,23,24,11,3,62,11,13,3,P2
Hard,R,R,183,196,33.42,27.67,6,14,1,4,95,88,60,53,43,46,22,21,17,15,2,1,101,24,5,1,P2
Hard,R,R,?,198,19.52,29.91,4,14,9,9,172,161,96,97,65,71,36,25,25,25,20,6,45,7,28,13,P2
Hard,R,R,?,163,28.34,27.72,2,8,7,6,113,88,55,48,36,35,21,23,16,14,9,4,58,10,16,7,P2
Hard,R,R,170,178,26.03,28.66,0,6,9,5,149,119,88,72,49,53,31,20,20,19,13,7,13,19,21,11,P2
Hard,R,R,198,178,21.35,34.86,9,5,7,3,117,135,75,92,45,62,19,22,20,19,4,10,4,34,12,13,P2
Hard,R,R,185,188,32.19,31.27,10,3,4,2,97,83,66,52,40,39,11,20,13,13,7,5,25,6,12,5,P2
Hard,R,R,185,185,24.51,29.41,16,12,8,3,158,160,84,105,61,74,42,30,23,26,4,4,17,68,8,9,P2
Hard,R,R,183,183,30.67,29.2,3,6,4,2,131,104,75,72,52,41,18,19,18,18,15,4,84,55,24,9,P2
Hard,R,R,193,185,23.33,37.05,13,16,2,1,94,92,57,61,36,53,22,15,14,15,6,4,30,2,10,4,P2
Hard,R,L,185,185,26.51,32.23,8,7,8,3,128,118,72,77,50,58,28,25,21,20,10,5,37,1,16,7,P2
Hard,R,R,203,185,32.28,24.98,7,7,2,4,108,91,74,45,53,41,15,30,17,16,6,0,5,9,9,0,P2
Hard,R,R,?,198,21.78,29.92,6,9,1,1,78,69,51,55,29,44,14,7,13,13,9,0,20,3,15,1,P2
Hard,R,R,196,206,27.67,33.34,18,20,5,1,128,113,84,66,66,57,22,27,23,22,11,4,24,11,15,6,P2
Hard,R,R,163,198,27.72,29.91,4,12,2,6,94,101,63,46,38,38,17,26,16,15,3,5,10,7,8,7,P2
Hard,R,R,178,178,34.86,28.66,7,5,3,5,87,88,56,51,36,40,13,20,14,15,5,3,34,19,11,5,P2
Hard,R,R,185,188,29.41,31.27,4,9,5,1,80,75,43,50,30,39,15,14,14,14,1,0,68,6,6,1,P2
Hard,R,R,185,183,37.05,29.2,13,8,10,1,173,144,84,91,68,68,42,32,23,24,8,8,2,55,11,11,P2
Hard,R,L,185,185,24.98,32.23,18,3,4,4,170,167,98,110,70,74,40,32,28,26,12,7,9,1,17,13,P2
Hard,R,R,206,198,33.34,29.92,26,14,4,4,145,121,89,76,63,68,31,29,21,22,8,3,11,3,11,3,P2
Hard,R,R,198,178,29.91,28.66,19,6,7,4,137,159,80,88,58,62,34,37,26,25,4,7,7,19,9,13,P2
Hard,R,R,183,188,29.2,31.27,3,1,4,4,115,86,79,57,51,42,15,19,14,15,16,1,55,6,20,2,P2
Hard,L,R,185,198,32.23,29.92,4,2,1,0,71,65,53,43,32,30,7,12,10,11,8,0,1,3,12,2,P2
Hard,R,R,178,188,28.66,31.27,2,3,2,2,101,78,62,50,37,40,20,20,13,14,13,2,19,6,17,2,P2
Hard,R,R,198,188,29.92,31.27,6,1,1,2,89,118,57,74,38,50,16,26,14,17,3,4,3,6,7,6,P2
Clay,R,R,?,183,19.45,27.99,0,4,3,3,73,94,57,57,34,38,7,21,11,11,0,9,391,191,3,11,P2
Clay,R,R,?,?,27.43,29.28,3,5,2,4,48,44,25,27,18,25,11,12,8,9,3,1,373,330,6,1,P2
Clay,R,R,?,183,29.28,27.99,3,3,2,1,61,50,41,30,26,26,8,11,9,9,6,2,330,191,9,2,P2
Clay,R,R,?,?,27.43,19.45,3,3,3,7,75,92,45,64,22,38,10,11,11,12,4,8,373,391,11,12,P2
Clay,R,R,188,170,30.8,26.08,3,4,1,2,121,119,77,80,42,54,19,18,17,18,10,6,410,14,20,10,P2
Clay,U,L,?,185,22.24,28.33,10,9,5,1,172,124,103,75,73,61,26,28,23,23,14,5,209,62,20,9,P2
Clay,R,L,?,188,18.59,33.38,3,6,1,1,49,53,34,31,21,23,7,16,10,10,0,1,1474,152,4,2,P2
Clay,R,R,?,185,24.4,25.03,1,1,0,2,63,61,45,30,21,26,6,20,11,11,4,1,111,8,11,1,P2
Clay,R,R,?,?,19.57,25.05,5,5,5,3,105,105,62,72,36,45,17,16,17,17,5,5,38,133,14,10,P2
Clay,R,R,?,185,19.57,25.03,3,0,4,5,127,108,74,61,43,45,27,23,18,19,5,5,38,8,12,9,P2
Hard,R,R,193,196,29.98,27.72,3,23,1,5,73,79,39,39,22,30,14,22,12,13,7,3,236,20,14,5,P2
Hard,R,L,190,?,31.44,19.42,7,11,6,7,155,166,99,92,66,67,31,37,24,25,8,14,44,34,13,19,P2
Hard,R,R,?,196,27.68,27.72,5,23,7,5,112,98,62,60,43,48,23,24,15,16,4,2,224,20,7,3,P2
Hard,R,R,188,175,32.02,28.31,13,8,6,7,190,167,122,104,87,74,27,30,25,25,18,5,60,222,23,12,P2
Hard,L,U,?,?,23.06,20.28,7,8,8,15,156,150,92,96,61,58,24,25,23,23,9,8,70,434,18,17,P2
Hard,U,L,?,?,24.13,23.06,0,3,4,7,87,79,48,47,20,36,16,14,11,11,13,7,516,70,21,8,P2
Clay,L,U,?,?,25.18,18.92,17,12,8,2,183,159,126,102,90,73,26,30,26,27,13,7,91,419,18,12,P2
Clay,R,R,?,196,20.09,33.14,0,9,1,1,76,88,49,69,31,51,11,10,12,13,7,6,271,185,12,6,P2
Clay,R,L,?,?,20.09,25.18,0,15,5,3,113,120,71,88,43,64,22,20,19,20,4,9,271,91,11,12,P2
Clay,U,R,?,196,18.92,33.14,5,7,6,5,106,108,69,72,40,44,14,20,15,16,7,5,419,185,14,10,P2
Hard,R,R,?,?,28.52,25.63,7,15,2,2,107,78,69,52,51,43,13,21,15,15,5,2,240,72,9,3,P2
Hard,R,L,?,?,27.18,22.97,4,4,3,2,91,71,51,48,32,37,19,16,14,14,11,0,79,170,16,1,P2
Hard,U,U,?,?,21.6,20.42,4,2,1,4,46,45,26,23,14,21,9,13,8,8,1,1,958,276,5,1,P2
Clay,R,R,?,?,23.85,23.29,6,5,4,3,134,114,76,73,47,57,35,25,19,20,4,6,135,86,8,8,P2
Clay,L,R,?,180,28.84,28.21,2,5,3,1,78,104,56,69,33,51,10,17,14,15,3,7,162,56,8,9,P2
Clay,R,R,?,?,28.49,24.03,4,6,4,1,59,43,28,27,17,21,9,9,8,8,3,0,665,174,8,1,P2
Hard,U,R,?,?,22.22,28.79,19,14,7,2,169,167,103,104,72,71,33,31,25,26,10,8,386,455,15,14,P2
Hard,R,R,?,?,23.44,26.46,8,10,1,3,96,95,54,65,39,53,19,11,14,15,5,5,1094,120,10,7,P2
Hard,R,R,?,?,28.79,26.46,4,17,3,6,143,105,102,64,54,55,19,19,17,18,12,3,455,120,20,5,P2
Hard,R,R,180,?,27.41,23.44,4,10,0,6,125,122,72,74,55,59,30,31,20,21,5,1,1211,1094,7,2,P2
Clay,R,R,188,?,28.72,21.83,10,7,4,1,91,89,60,54,48,44,10,23,15,16,5,0,30,18,8,1,P2
Clay,R,R,?,198,20.65,29.96,9,13,4,1,89,91,58,60,34,52,16,14,14,14,3,1,40,6,8,2,P2
Clay,R,R,198,198,29.96,30.94,16,16,7,6,135,127,77,63,59,53,31,36,21,22,4,3,6,61,9,5,P2
Clay,R,R,?,?,20.65,21.83,10,9,5,4,153,152,95,90,59,67,25,36,23,24,8,6,40,18,17,9,P2
Hard,R,R,188,196,27.18,29.35,1,16,1,11,94,86,64,49,30,42,15,15,12,13,5,5,21,54,12,6,P2
Hard,R,R,183,185,30.42,24.56,6,19,1,5,161,168,97,97,69,68,34,37,24,25,8,10,26,19,12,15,P2
Hard,R,L,185,188,32.24,30.66,6,1,0,5,65,63,39,34,31,23,14,15,8,9,4,2,24,55,5,5,P2
Hard,R,R,190,190,36.65,32.42,3,5,4,4,81,88,56,56,38,40,14,16,10,11,1,4,150,101,3,4,P2
Clay,R,R,?,193,22.67,27.91,1,6,1,0,59,48,40,28,26,21,9,16,9,9,4,1,187,81,7,1,P2
Clay,R,R,178,?,33.64,21.59,8,12,3,2,83,67,51,47,41,38,14,16,12,12,8,1,674,95,9,1,P2
Clay,R,R,193,?,27.91,21.59,6,7,2,1,51,67,33,43,25,33,7,12,9,10,1,2,81,95,3,2,P2
Clay,R,R,178,?,33.64,22.67,2,3,2,1,60,61,35,41,24,27,8,13,8,9,5,5,674,187,9,6,P2
Hard,R,?,?,?,23.44,20.07,10,10,3,7,81,99,44,65,37,52,19,18,15,15,1,6,453,643,3,8,P2
Hard,U,U,?,?,18.78,23.61,0,7,1,2,52,61,34,35,17,25,7,12,9,10,0,1,1398,370,5,4,P2
Hard,U,R,?,?,23.61,23.44,10,8,6,3,95,92,52,50,40,39,24,24,15,15,6,3,370,453,8,4,P2
Hard,U,?,?,?,18.78,20.07,1,4,3,3,47,48,30,34,19,27,8,9,9,9,1,0,1398,643,4,0,P2
Clay,R,R,?,180,24.94,32.7,4,2,1,2,76,60,52,26,29,20,12,22,10,10,3,4,762,68,7,5,P2
Clay,U,R,?,?,23.1,26.67,1,7,3,0,72,58,51,38,33,29,6,12,9,10,8,3,673,287,11,4,P2
Clay,U,R,?,180,23.35,32.7,2,5,7,4,114,77,62,43,39,30,21,11,14,14,6,0,737,68,12,6,P2
Hard,L,R,?,175,23.26,28.24,15,8,1,6,110,104,72,58,49,46,25,28,17,17,7,4,57,103,9,5,P2
Hard,R,R,188,?,27.5,28.85,8,3,3,2,48,58,24,38,20,30,11,12,9,10,0,1,68,107,2,1,P2
Hard,L,R,183,?,30.22,26.61,1,10,3,2,56,61,38,34,26,27,6,14,8,9,4,3,32,43,7,3,P2
Hard,R,R,190,?,30.47,26.32,4,5,4,2,66,61,44,44,34,34,4,9,10,11,5,0,122,167,8,1,P2
Hard,L,R,?,183,25.19,33.72,7,9,4,1,55,54,34,39,26,35,9,5,10,11,2,0,91,39,5,1,P2
Hard,L,R,?,185,19.41,26.55,2,2,4,0,49,37,27,24,14,16,7,12,7,7,5,0,105,33,10,0,P2
Hard,L,U,190,?,31.07,28.89,9,1,5,0,91,89,55,68,38,45,14,14,14,15,5,7,63,120,9,9,P2
Hard,R,R,?,196,21.89,29.36,9,5,7,2,67,70,39,38,28,32,9,12,10,10,2,4,136,53,6,6,P2
Hard,U,R,?,188,21.37,31.46,6,6,2,0,63,79,43,54,32,37,8,14,10,10,4,10,82,166,7,11,P2
Hard,L,R,203,185,31.3,26.57,6,1,0,1,58,51,47,34,28,29,8,14,10,10,2,0,186,31,4,0,P2
Hard,R,L,193,?,25.91,20.23,8,17,2,1,86,103,66,64,48,50,11,23,15,16,0,1,129,108,2,1,P2
Hard,R,R,188,185,33.42,29.17,17,17,1,3,90,96,59,56,42,47,22,26,15,16,6,3,71,45,8,3,P2
Hard,R,R,?,175,20.1,28.24,17,8,3,3,130,113,76,72,57,57,23,24,17,16,10,6,15,103,13,7,P2
Hard,R,R,?,?,26.61,28.85,1,2,3,0,51,57,27,31,14,24,9,13,8,9,3,2,43,107,7,3,P2
Hard,R,R,?,185,26.32,32.25,2,8,3,4,55,64,22,36,13,29,18,11,9,9,7,6,167,25,11,7,P2
Hard,R,R,185,183,26.55,33.72,2,17,0,3,111,102,82,66,50,53,16,14,17,17,8,7,33,39,12,10,P2
Hard,R,U,196,?,29.36,28.89,14,4,6,0,89,86,50,58,37,39,15,15,14,14,4,6,53,120,8,9,P2
Hard,R,R,183,188,24.58,31.46,1,5,2,2,57,44,35,27,20,25,7,9,7,8,8,1,155,166,12,1,P2
Hard,L,R,?,185,20.23,26.57,13,12,1,5,105,110,72,58,54,46,17,28,16,17,6,0,108,31,9,2,P2
Hard,R,R,185,178,29.17,28.72,8,5,2,0,69,75,38,42,30,33,14,19,10,11,0,3,45,12,2,4,P2
Hard,R,R,175,?,28.24,28.85,4,7,1,1,74,78,45,53,31,41,13,12,11,11,6,7,103,107,9,9,P2
Hard,R,R,185,183,32.25,33.72,7,4,3,2,60,64,39,36,29,29,6,15,10,10,1,1,25,39,4,2,P2
Hard,U,R,?,188,28.89,31.46,2,6,1,0,89,86,56,53,37,33,15,18,13,14,10,4,120,166,14,8,P2
Hard,R,R,185,178,26.57,28.72,10,10,5,1,119,78,78,47,47,39,21,13,15,14,7,5,31,12,12,8,P2
Hard,R,R,?,183,28.85,33.72,1,3,1,0,63,46,39,30,23,24,9,11,8,8,6,0,107,39,10,0,P2
Hard,R,R,178,188,28.72,31.46,5,13,1,1,85,112,60,73,43,53,16,17,15,15,2,7,12,166,4,9,P2
Hard,R,R,188,183,31.46,33.72,2,10,0,1,59,56,37,40,25,34,7,9,9,10,3,3,166,39,6,4,P2
Hard,R,L,185,190,28.36,29.19,5,5,1,2,67,60,41,34,22,24,13,11,10,10,7,4,84,65,12,7,P2
Hard,R,U,188,?,35.29,22.43,8,16,6,3,85,88,47,51,41,45,19,18,14,15,0,1,80,62,1,3,P2
Hard,R,L,?,?,32.89,19.43,1,10,1,6,60,58,36,33,30,31,8,13,10,10,0,0,126,34,2,0,P2
Hard,R,R,181,183,29.17,33.47,3,5,2,5,90,83,53,43,32,31,23,24,12,12,6,4,76,88,8,5,P2
Hard,R,L,?,185,24.56,28.34,6,6,7,2,88,115,45,69,36,42,15,24,14,15,5,9,100,60,10,13,P2
Hard,R,R,?,172,22.24,26.33,2,4,0,3,64,70,45,47,26,33,8,12,10,11,4,5,207,28,9,8,P2
Hard,R,R,?,183,33.29,30.43,7,4,1,2,66,52,38,37,27,34,13,7,10,10,5,2,170,26,8,2,P2
Hard,R,R,?,183,27.18,36.23,6,5,2,5,75,70,39,42,25,31,21,17,11,11,4,2,78,110,7,4,P2
Hard,L,R,?,185,30.67,30.87,8,15,2,1,95,81,63,49,43,37,13,17,15,15,8,2,109,77,13,5,P2
Hard,R,R,185,?,29.47,22.6,0,6,2,3,48,58,29,37,18,31,7,7,8,9,0,5,49,35,4,6,P2
Hard,R,R,188,183,32.03,30.73,8,4,2,2,74,56,49,33,36,24,7,12,9,9,5,2,61,87,7,4,P2
Hard,R,R,?,?,20.91,28.4,9,18,2,3,60,65,37,42,31,37,15,14,11,11,1,0,69,50,2,0,P2
Hard,R,L,178,190,31.32,29.19,4,8,3,1,51,61,35,41,27,34,6,10,9,10,3,3,13,65,5,3,P2
Hard,U,L,?,?,22.43,19.43,7,3,3,2,111,75,73,42,46,35,19,23,14,14,5,0,62,34,8,1,P2
Hard,R,R,?,183,22.32,33.47,12,6,2,4,96,89,63,44,44,32,15,27,12,12,7,5,24,88,9,7,P2
Hard,L,R,185,172,28.34,26.33,2,4,1,2,59,56,39,39,23,25,9,10,10,10,1,0,60,28,5,2,P2
Hard,R,R,183,183,36.23,30.43,4,3,4,1,101,102,58,71,43,50,22,16,15,15,4,10,110,26,6,12,P2
Hard,R,R,185,?,30.87,25.96,11,11,2,2,86,70,49,43,39,36,13,12,12,12,11,0,77,22,14,2,P2
Hard,R,R,183,?,30.73,22.6,0,5,0,7,55,68,35,41,22,32,10,12,9,10,2,4,87,35,5,5,P2
Hard,R,R,?,185,28.4,25.04,5,10,4,5,79,71,43,40,31,32,19,15,11,11,4,3,50,8,6,4,P2
Hard,L,L,?,190,19.43,29.19,7,3,3,1,93,84,58,47,40,36,21,23,15,15,3,2,34,65,6,4,P2
Hard,R,R,172,183,26.33,33.47,2,6,1,0,69,55,48,38,29,27,11,12,9,10,5,3,28,88,8,4,P2
Hard,R,R,?,183,25.96,30.43,4,2,3,2,74,65,46,46,34,40,11,12,10,11,6,2,22,26,7,2,P2
Hard,R,R,?,185,22.6,25.04,3,10,6,1,99,82,55,41,37,32,22,23,15,14,12,1,35,8,15,3,P2
Hard,R,L,183,190,33.47,29.19,6,10,0,4,85,102,52,60,37,48,18,21,15,16,1,4,88,65,4,6,P2
Hard,R,R,183,185,30.43,25.04,1,15,2,1,61,59,38,40,25,29,12,13,9,10,6,1,26,8,8,1,P2
Hard,L,R,190,185,29.19,25.04,4,3,1,1,44,45,27,21,18,18,6,16,8,8,3,2,65,8,7,2,P2
Hard,R,R,?,?,18.95,18.13,9,5,3,4,83,109,51,73,34,52,18,20,13,15,7,5,423,147,11,6,P2
Hard,L,R,190,193,28.1,25.92,20,12,9,1,116,105,63,75,47,53,24,17,16,16,5,6,95,123,10,9,P2
Hard,R,R,193,?,32.06,21.58,5,7,4,3,83,62,58,43,34,29,9,13,12,12,6,0,38,129,12,3,P2
